"FileID","Target","TargetType","PrimeSpan20","PrimeSpan7","CorpusExample"
"KRP","friendly","analytic","none","none","./PUN Proper/AJ0 heading/NN1 ,/PUN quality/NN1 logo/NN1 paper/NN1 ,/PUN hook/NN1-VVB ,/PUN statistics/NN0 ,/PUN something/PNI which/DTQ would/VM0 lead/VVI into/PRP the/AT0 thing/NN1 ,/PUN more/AV0 friendly/AJ0"
"CK0","angry","analytic","none","none","Dungarvan/NP0 ?/PUN ’/PUQ ‘/PUQ In/PRP a/AT0 way/NN1 ,/PUN Sister/NN1 ,/PUN yes/ITJ ./PUN ’/PUQ I/PNP explained/VVD myself/PNX ./PUN Sister/NN1 was/VBD even/AV0 more/AV0 angry/AJ0"
"FPH","angry","analytic","none","none","‘/PUQ And/CJC what/DTQ might/VM0 you/PNP be/VBI doing/VDG ?/PUN ’/PUQ He/PNP said/VVD it/PNP twice/AV0 ,/PUN three/CRD times/NN2 ./PUN Each/DT0 time/NN1 growing/VVG more/AV0 angry/AJ0"
"EX5","lively","analytic","none","none","your/DPS notes/NN2 by/PRP enriching/VVG their/DPS content/NN1 ./PUN Underline/VVB-NN1 ,/PUN use/VVB-NN1 colour-coding/NN1-AJ0 for/PRP highlighting/NN1-VVG —/PUN do/VDB anything/PNI that/CJT makes/VVZ your/DPS notes/NN2 more/AV0 lively/AJ0"
"CBF","angry","analytic","none","none","child/NN1 ./PUN Midwifery/NN1 manager/NN1 Ann/NP0 Wilson/NP0 said/VVD :/PUN ‘/PUQ One/CRD set/NN1 of/PRF parents/NN2 were/VBD very/AV0 understanding/AJ0 but/CJC the/AT0 others/NN2 were/VBD more/AV0 angry/AJ0"
"KRT","empty","analytic","none","none",",/PUN at/PRP home/NN1 the/AT0 award/NN1 means/VVZ much/DT0 less/DT0 ;/PUN perestroika/NN1 has/VHZ lost/VVN much/DT0 of/PRF its/DPS appeal/NN1 and/CJC simply/AV0 means/VVZ yet/AV0 more/AV0 empty/AJ0"
"HRD","friendly","analytic","none","none","value/NN1 to/PRP commercial/AJ0 offerings/NN2 through/PRP images/NN2 and/CJC sound/NN1-VVB ./PUN However/AV0 ,/PUN multimedia/NN0 may/VM0 also/AV0 be/VBI utilised/VVN to/TO0 make/VVI online/AJ0 systems/NN2 more/AV0 friendly/AJ0"
"CCS","angry","analytic","none","none","grenade/NN1 thrower/NN1 appeared/VVD with/PRP his/DPS hands/NN2 up/AVP ./PUN John/NP0 Durnford-Slater/NP0 would/VM0 have/VHI accepted/VVN this/DT0 sailor/NN1 's/POS surrender/NN1 ,/PUN but/CJC a/AT0 more/AV0 angry/AJ0"
"HRS","friendly","analytic","none","none","the/AT0 reception/NN1 counter/NN1-VVB at/PRP busy/AJ0 times/NN2 ./PUN Also/AV0 ,/PUN the/AT0 importance/NN1 of/PRF signs/NN2 was/VBD stressed/VVN to/TO0 make/VVI the/AT0 whole/AJ0 area/NN1 more/AV0 friendly/AJ0"
"ECY","friendly","analytic","none","none","can/VM0 not/XX0 account/VVI for/PRP all/DT0 the/AT0 taboos/NN2 and/CJC rites/NN2 surrounding/VVG the/AT0 dead/AJ0 in/PRP cultures/NN2 where/AVQ-CJS the/AT0 dead/AJ0 are/VBB seen/VVN as/AV0 more/AV0 friendly/AJ0"
"ADD","lively","analytic","none","none","—/PUN and/CJC concentrated/VVN in/PRP its/DPS regular/AJ0 work/NN1 in/PRP the/AT0 localities/NN2 on/PRP trying/VVG to/TO0 fulfil/VVI ‘/PUQ the/AT0 popular/AJ0 demand/NN1 for/PRP a/AT0 more/AV0 lively/AJ0"
"G2E","lively","analytic","none","none","balls/NN2 with/PRP puntalette/NN1 were/VBD tasty/AJ0 but/CJC they/PNP looked/VVD rather/AV0 lifeless/AJ0 and/CJC microwaved/VVD ;/PUN the/AT0 sauce/NN1 could/VM0 have/VHI been/VBN a/AT0 lot/NN1 more/AV0 lively/AJ0"
"AD9","risky","analytic","none","none","for/PRP a/AT0 few/DT0 minutes/NN2 ,/PUN realising/VVG that/CJT ,/PUN whatever/DTQ he/PNP 'd/VHD thought/VVN before/AV0 ,/PUN the/AT0 following/AJ0 procedures/NN2 might/VM0 prove/VVI even/AV0 more/AV0 risky/AJ0"
"K4W","friendly","analytic","none","none","team/NN1 said/VVD :/PUN ‘/PUQ Obviously/AV0 ,/PUN the/AT0 prison/NN1 team/NN1 can/VM0 only/AV0 play/VVI at/PRP home/NN1 but/CJC they/PNP are/VBB anxious/AJ0 to/TO0 play/VVI more/AV0 friendly/AJ0"
"ACV","friendly","analytic","none","none","'ll/VM0 call/VVI you/PNP Stone/NN1 ,/PUN ’/PUQ Emily/NP0 announced/VVD ./PUN Two/CRD days/NN2 after/PRP-CJS Mungo/NP0 's/POS arrival/NN1 she/PNP was/VBD beginning/VVG to/TO0 sound/VVI more/AV0 friendly/AJ0"
"G2V","angry","analytic","none","none","love/NN1 and/CJC attention/NN1 from/PRP one/CRD parent/NN1 ,/PUN so/CJS you/PNP worry/VVB they/PNP 're/VBB missing/VVG out/AVP ./PUN It/PNP all/DT0 makes/VVZ me/PNP even/AV0 more/AV0 angry/AJ0"
"ACK","friendly","analytic","none","none","a/AT0 house/NN1 with/PRP it/PNP ./PUN We/PNP could/VM0 do/VDI with/PRP some/DT0 of/PRF it/PNP over/PRP here/AV0 so/AV0 try/VVB and/CJC be/VBI a/AT0 bit/NN1 more/AV0 friendly/AJ0"
"CBV","risky","analytic","none","none","yields/NN2 can/VM0 sometimes/AV0 be/VBI spotted/VVN on/PRP the/AT0 convertibles/NN2 of/PRF companies/NN2 that/CJT are/VBB going/VVG through/PRP-AVP a/AT0 bad/AJ0 patch/NN1 ,/PUN and/CJC these/DT0 more/DT0 risky/AJ0"
"BP1","friendly","analytic","none","none","by/PRP the/AT0 worn/AJ0 state/NN1 of/PRF his/DPS clothes/NN2 she/PNP guessed/VVD he/PNP was/VBD paid/VVN a/AT0 pittance/NN1 for/PRP it/PNP ./PUN Pity/NN1 made/VVD her/PNP more/AV0 friendly/AJ0"
"CAC","friendly","analytic","none","none","and/CJC sweet/AJ0 Puck/NP0 You/PNP do/VDB their/DPS work/NN1 ,/PUN and/CJC they/PNP shall/VM0 have/VHI good/AJ0 luck/NN1 ./PUN Generally/AV0 ,/PUN hobgoblins/NN2 are/VBB a/AT0 more/AV0 friendly/AJ0"
"HWN","friendly","analytic","none","none","friendly/AJ0 ./PUN They/PNP were/VBD on/PRP their/DPS way/NN1 to/PRP a/AT0 really/AV0 important/AJ0 gig/NN1 ./PUN And/CJC the/AT0 driver/NN1 wanted/VVD to/TO0 get/VVI even/AV0 more/AV0 friendly/AJ0"
"H8H","angry","analytic","none","none",",/PUN hard/AV0 ,/PUN semi-reclining/AJ0-VVG figure/NN1 and/CJC felt/VVD all/DT0 those/DT0 humiliating/AJ0 feelings/NN2 of/PRF need/VVB surge/NN1-VVB through/PRP her/PNP ./PUN It/PNP made/VVD her/PNP more/AV0 angry/AJ0"
"FYG","friendly","analytic","none","none","I/PNP mean/VVB what/DTQ what/DTQ kind/NN1 of/PRF you/PNP know/VVB the/AT0 ki/UNC erm/UNC is/VBZ erm/UNC Would/VM0 you/PNP like/VVI more/DT0 there/AV0 to/TO0 be/VBI more/AV0 friendly/AJ0"
"HYU","lively","analytic","none","none","structure/NN1 together/AV0 [unclear]/UNC ./PUN We/PNP 're/VBB gon/VVG na/TO0 look/VVI at/PRP training/NN1 objectives/NN2 see/VVB that/CJT-DT0 a/AT0 bit/NN1 more/AV0 ,/PUN a/AT0 bit/NN1 more/AV0 lively/AJ0"
"CRC","lively","analytic","none","none","12/CRD months/NN2 to/PRP April/NP0 ,/PUN its/DPS slowest/AJS ever/AV0 ./PUN An/AT0 added/AJ0 reason/NN1 why/AVQ the/AT0 bond/NN1 market/NN1 is/VBZ about/AVP to/TO0 become/VVI more/AV0 lively/AJ0"
"J1U","lively","analytic","none","none","torque/NN1 of/PRF 114/CRD lb/NN0 ft/NN0 (/PUL 155Nm/UNC )/PUR at/PRP 4,250rpm/NN0 ./PUN This/DT0 combines/VVZ similarly/AV0 high/AJ0 levels/NN2 of/PRF refinement/NN1 with/PRP even/AV0 more/AV0 lively/AJ0"
"C8V","angry","analytic","none","none","saw/VVD God/NP0 the/AT0 more/AV0 she/PNP feared/VVD ,/PUN and/CJC the/AT0 more/AV0 she/PNP feared/VVD the/AT0 more/AV0 she/PNP became/VVD angry/AJ0 ,/PUN and/CJC the/AT0 more/AV0 angry/AJ0"
"AC3","risky","analytic","none","none","a/AT0 cat/NN1 's/VBZ tight/AV0-AJ0 ,/PUN shell-pink/AJ0 rectum/NN1 ./PUN But/CJC he/PNP supposed/VVD yielding/AJ0-VVG mouths/NN2 belonged/VVD to/PRP fast/AJ0 women/NN2 who/PNQ might/VM0 be/VBI more/AV0 risky/AJ0"
"G1R","lively","analytic","none","none","in/PRP Central/AJ0 America/NP0 ,/PUN both/DT0 editions/NN2 have/VHB been/VBN produced/VVN monthly/AJ0 and/CJC the/AT0 presentation/NN1 of/PRF the/AT0 Spanish/AJ0 version/NN1 has/VHZ become/VVN far/AV0 more/AV0 lively/AJ0"
"BNL","lively","analytic","none","none","that/CJT-DT0 offer/VVB-NN1 retreats/NN2-VVZ ./PUN Some/DT0 are/VBB very/AV0 monastic/AJ0 ,/PUN with/PRP the/AT0 accent/NN1 on/PRP contemplation/NN1 and/CJC little/AV0-AJ0 talking/VVG-NN1 ,/PUN others/NN2 are/VBB more/AV0 lively/AJ0"
"D91","friendly","analytic","none","none","The/AT0 colour/NN1 the/AT0 what/DTQ the/AT0 lay/AJ0 out/AVP of/PRF the/AT0 foyer/NN1 we/PNP would/VM0 look/VVI at/PRP again/AV0 to/TO0 make/VVI it/PNP more/AV0 inviting/AJ0-VVG more/AV0 friendly/AJ0-NN1"
"J3X","lively","analytic","none","none","across/PRP ,/PUN straighten/VVB up/AVP and/CJC sit/VVB down/AVP on/PRP the/AT0 new/AJ0 side/NN1 ./PUN In/PRP stronger/AJC winds/NN2-VVZ the/AT0 manoeuvre/NN1 becomes/VVZ a/AT0 bit/NN1 more/AV0 lively/AJ0"
"H7H","angry","analytic","none","none","spread/VVN-VVD over/PRP-AVP the/AT0 tablecloth/NN1 between/PRP them/PNP ./PUN Tears/NN2 rolling/VVG along/AVP-PRP her/DPS cheeks/NN2 ,/PUN Nicandra/NP0 felt/VVD that/CJT Maman/NN1 was/VBD now/AV0 far/AV0 more/AV0 angry/AJ0"
"J56","friendly","analytic","none","none","power/NN1 we/PNP were/VBD not/XX0 making/VVG any/DT0 height/NN1 ./PUN So/AV0 I/PNP went/VVD on/AVP to/PRP reciprocal/AJ0 for/PRP 10/CRD minutes/NN2 to/TO0 seek/VVI a/AT0 more/AV0 friendly/AJ0"
"C8D","risky","analytic","none","none","morning/NN1 ./PUN ’/PUQ ‘/PUQ Or/CJC was/VBD replaced/VVN later/AV0 on/AVP ./PUN ’/PUQ ‘/PUQ Yes/ITJ ,/PUN but/CJC that/DT0 would/VM0 have/VHI become/VVN progressively/AV0 more/AV0 risky/AJ0"
"JK2","lively","analytic","none","none","I/PNP have/VHB n't/XX0 told/VVN you/PNP yet/AV0 which/DTQ country/NN1 it/PNP is/VBZ ./PUN And/CJC the/AT0 second/ORD one/PNI is/VBZ just/AV0 that/DT0 little/AJ0 bit/NN1 more/AV0 lively/AJ0"
"K55","empty","analytic","none","none","in/PRP Darlington/NP0 ./PUN Norman/NP0 Lamont/NP0 admitted/VVD unemployment/NN1 would/VM0 keep/VVI on/AVP rising/VVG ./PUN The/AT0 people/NN0 of/PRF Darlington/NP0 can/VM0 not/XX0 afford/VVI any/DT0 more/DT0 empty/AJ0"
"JSF","lively","analytic","none","none","a/UNC a/UNC as/CJS you/PNP 've/VHB kindly/AV0 called/VVN me/PNP er/UNC I/PNP think/VVB I/PNP will/VM0 try/VVI and/CJC make/VVI this/DT0 debate/NN1 a/AT0 little/AV0 more/AV0 lively/AJ0"
"JT1","risky","analytic","none","none",",/PUN if/CJS you/PNP 've/VHB got/VVN a/AT0 group/NN1 who/PNQ 're/VBB gon/VVG na/TO0 launch/VVI a/AT0 bomb/NN1 y'know/NN1-VVB that/CJT that/DT0 groups/NN2 make/VVB far/AV0 more/AV0 risky/AJ0"
"C85","angry","analytic","none","none","shallow/AJ0 and/CJC fast/AV0-AJ0 ./PUN ‘/PUQ Who/PNQ 's/VBZ there/AV0 ?/PUN ’/PUQ ‘/PUQ Jess/NP0 !/PUN ’/PUQ ‘/PUQ You/PNP !/PUN ’/PUQ She/PNP was/VBD more/AV0 angry/AJ0"
"FB7","lively","analytic","none","none","as/CJS they/PNP did/VDD in/PRP the/AT0 newly/AV0 created/VVN Viceroyalty/NN1 of/PRF Buenos/NP0 Aires/NP0 —/PUN they/PNP gave/VVD the/AT0 societies/NN2 of/PRF Latin/AJ0 America/NP0 a/AT0 more/AV0 lively/AJ0"
"CDN","friendly","analytic","none","none","‘/PUQ Yeah/ITJ —/PUN sure/AJ0 ,/PUN ’/PUQ replied/VVD Hank/NP0 ./PUN ‘/PUQ He/PNP was/VBD my/DPS grandfather/NN1 ./PUN ’/PUQ Captain/NP0 Dawson/NP0 was/VBD immediately/AV0 more/AV0 friendly/AJ0"
"B7E","lively","analytic","none","none","A/AT0 Rumanian/AJ0 doctor/NN1 ,/PUN Ana/NP0 Aslan/NP0 ,/PUN who/PNQ was/VBD using/VVG these/DT0 injections/NN2 ,/PUN noticed/VVD that/CJT her/DPS elderly/AJ0 patients/NN2 appeared/VVD much/AV0 more/AV0 lively/AJ0"
"K61","friendly","analytic","none","none","it/PNP ,/PUN people/NN0 sort/NN1 of/PRF got/VVN-VVD together/AV0 and/CJC it/PNP ,/PUN it/PNP 's/VBZ a/AT0 different/AJ0 attitude/NN1 to/PRP life/NN1 today/AV0 er/UNC much/AV0 more/AV0 friendly/AJ0"
"H8F","friendly","analytic","none","none","be/VBI gloomy/AJ0 and/CJC overcast/NN1-AJ0 ,/PUN with/PRP lots/PNI of/PRF black/AJ0 clouds/NN2 to/TO0 match/VVI her/DPS mood/NN1 ./PUN ‘/PUQ Are/VBB you/PNP in/PRP-AVP a/AT0 more/AV0 friendly/AJ0"
"FPF","friendly","analytic","none","none","daily/AV0 walk/VVI to/PRP town/NN1 ./PUN There/AV0 the/AT0 children/NN2 never/AV0 failed/VVN to/TO0 stalk/VVI her/PNP ,/PUN calling/VVG different/AJ0 messages/NN2 ,/PUN some/DT0 days/NN2 more/AV0 friendly/AJ0"
"KRL","angry","analytic","none","none","sort/NN1 of/PRF women/NN2 who/PNQ are/VBB needed/VVN to/TO0 make/VVI the/AT0 real/AJ0 changes/NN2 ./PUN Ann/NP0 Mobbs/NP0 ,/PUN why/AVQ are/VBB n't/XX0 women/NN2 much/AV0 more/AV0 angry/AJ0"
"CD0","riskier","synthetic","none","none","the/AT0 risks/NN2 of/PRF giving/VVG credit/NN1 are/VBB how/AVQ much/DT0 and/CJC how/AVQ long/AV0-AJ0 ./PUN Giving/VVG £10,000/NN0 credit/NN1 for/PRP one/CRD month/NN1 is/VBZ always/AV0 riskier/AJC"
"F9F","riskier","synthetic","none","none","and/CJC together/AV0 they/PNP would/VM0 collect/VVI very/AV0 little/DT0 ./PUN They/PNP are/VBB forced/VVN to/TO0 work/VVI in/PRP isolation/NN1 ,/PUN even/AV0 though/CJS it/PNP is/VBZ riskier/AJC"
"CBY","riskier","synthetic","none","none","their/DPS own/DT0 lending/NN1 ./PUN However/AV0 ,/PUN suffering/VVG from/PRP badly-burned/AJ0 fingers/NN2 ,/PUN the/AT0 venture/NN1 capital/NN1 industry/NN1 has/VHZ moved/VVN away/AV0 from/PRP the/AT0 riskier/AJC"
"CBW","riskier","synthetic","none","none","of/PRF the/AT0 obvious/AJ0 MBO/NN1 candidates/NN2 have/VHB been/VBN identified/VVN and/CJC future/AJ0-NN1 deals/NN2 ,/PUN though/CJS more/AV0 conservatively/AV0 structured/VVN-AJ0 ,/PUN may/VM0 be/VBI inherently/AV0 riskier/AJC"
"CBT","riskier","synthetic","none","none","the/AT0 additional/AJ0 costs/NN2 of/PRF expanding/VVG the/AT0 audit/NN1 's/POS scope/NN1 ,/PUN but/CJC says/VVZ that/CJT these/DT0 will/VM0 be/VBI borne/VVN more/AV0 heavily/AV0 by/PRP riskier/AJC"
"FBL","riskier","synthetic","none","none","card/NN1 falling/VVG out/AVP of/PRF their/DPS pocket/NN1 ./PUN And/CJC that/DT0 's/VBZ the/AT0 truth/NN1 ./PUN ’/PUQ In/PRP Dayton/NP0 he/PNP left/VVD behind/PRP a/AT0 riskier/AJC"
"FR5","riskier","synthetic","none","none",",/PUN say/VVB ,/PUN £48/NN0 will/VM0 not/XX0 fetch/VVI more/AV0 than/CJS £35/NN0 on/PRP resale/NN1 ./PUN Although/CJS the/AT0 transaction/NN1 is/VBZ a/AT0 great/AJ0 deal/NN1 riskier/AJC"
"FSA","riskier","synthetic","none","none","profits/NN2 were/VBD risky/AJ0 —/PUN many/DT0 of/PRF the/AT0 realised/AJ0 profits/NN2 were/VBD negative/AJ0 ./PUN Over/PRP time/NN1 ,/PUN these/DT0 arbitrage/NN1 profits/NN2 have/VHB become/VVN riskier/AJC"
"FSA","riskier","synthetic","none","none","when/CJS-AVQ the/AT0 future/NN1 is/VBZ underpriced/AJ0 ,/PUN and/CJC found/VVD that/CJT arbitrage/NN1 involving/VVG short/AJ0 positions/NN2 in/PRP shares/NN2 was/VBD less/AV0 profitable/AJ0 and/CJC much/AV0 riskier/AJC"
"G28","riskier","synthetic","none","none","to/TO0 delay/VVI recovery/NN1 ;/PUN the/AT0 consumer/NN1 was/VBD scared/AJ0 ,/PUN afraid/AJ0 that/CJT they/PNP were/VBD going/VVG to/TO0 be/VBI squeezed/VVN further/AV0 ./PUN The/AT0 riskier/AJC"
"HH1","riskier","synthetic","none","none","hear/VVI their/DPS horse/NN1 as/CJS it/PNP picked/VVD up/AVP speed/NN1 —/PUN but/CJC crossing/VVG the/AT0 dangerous/AJ0 waters/NN2 of/PRF the/AT0 Severn/NP0 at/PRP night/NN1 was/VBD riskier/AJC"
"AHB","riskier","synthetic","none","none","their/DPS investments/NN2 ./PUN This/DT0 type/NN1 of/PRF BES/NP0 has/VHZ raised/VVN £340m/NN0 this/DT0 tax/NN1 year/NN1 compared/VVN with/PRP less/AV0 than/CJS £50m/NN0 in/PRP the/AT0 riskier/AJC"
"HPM","riskier","synthetic","none","none","study/NN1-VVB )/PUR ./PUN There/EX0 is/VBZ once/AV0 again/AV0 a/AT0 significant/AJ0 difference/NN1 between/PRP the/AT0 correlations/NN2 ,/PUN z=2.18/UNC ,/PUN p<0.05/UNC ,/PUN for/PRP the/AT0 riskier/AJC"
"BNW","riskier","synthetic","none","none","in/PRP the/AT0 future/NN1 ./PUN In/PRP the/AT0 case/NN1 of/PRF real/AJ0 assets/NN2 ,/PUN the/AT0 expected/AJ0 return/NN1 may/VM0 be/VBI less/AV0 certain/AJ0 (/PUL i.e./AV0 riskier/AJC"
"AC3","riskier","synthetic","none","none","He/PNP sometimes/AV0 believed/VVD that/CJT-DT0 whoever/PNQ had/VHD invented/VVN it/PNP was/VBD insane/AJ0 ./PUN Sticking/VVG your/DPS willy/NN1 up/PRP-AVP strange/AJ0 holes/NN2 had/VHD to/TO0 be/VBI riskier/AJC"
"ABK","riskier","synthetic","none","none","expand/VVI away/AV0 from/PRP America/NP0 's/POS competitive/AJ0 magazine/NN1 market/NN1 ,/PUN Mr/NP0 McGovern/NP0 has/VHZ started/VVN spending/VVG his/DPS money/NN1 in/PRP some/DT0 new/AJ0 ,/PUN riskier/AJC"
"ABJ","riskier","synthetic","none","none","strong/AJ0 (/PUL which/DTQ included/VVD themselves/PNX )/PUR to/TO0 give/VVI to/PRP the/AT0 weak/AJ0 ./PUN Credit/NN1-VVB risk/NN1 was/VBD spread/VVN ,/PUN or/CJC socialised/AJ0-VVD ;/PUN riskier/AJC"
"ABJ","riskier","synthetic","none","none","kingpin/NN1 ./PUN Shareholders/NN2 and/CJC creditors/NN2 agree/VVB to/TO0 restructure/VVI debts/NN2 and/CJC payment/NN1 schedules/NN2 and/CJC ,/PUN often/AV0 ,/PUN to/TO0 swap/VVI debt/NN1 for/PRP riskier/AJC"
"ABD","riskier","synthetic","none","none","can/VM0 ill/AV0 afford/VVI ./PUN Debt/NN1 ,/PUN hyperinflation/NN1 ,/PUN currency/NN1 devaluation/NN1 and/CJC dwindling/AJ0 box-office/NN1 have/VHB combined/VVN to/TO0 make/VVI a/AT0 high-risk/AJ0 business/NN1 riskier/AJC"
"A9H","riskier","synthetic","none","none","just/AV0 far/AV0-AJ0 enough/AV0 to/TO0 catch/VVI them/PNP on/PRP the/AT0 turn/NN1 and/CJC stay/VVB-NN1 onside/NN1 ./PUN Playing/VVG the/AT0 offside/AJ0 game/NN1 would/VM0 become/VVI a/AT0 riskier/AJC"
"K2D","riskier","synthetic","none","none","of/PRF helmets/NN2 and/CJC other/AJ0 protective/AJ0 equipment/NN1 has/VHZ altered/VVN the/AT0 behaviour/NN1 of/PRF cricketers/NN2 ,/PUN cycle/NN1 helmet/NN1 wearing/VVG is/VBZ likely/AJ0 to/TO0 encourage/VVI riskier/AJC"
"BLX","riskier","synthetic","none","none","diversion/NN1 is/VBZ necessary/AJ0 ./PUN To/TO0 attack/VVI the/AT0 predator/NN1 while/CJS it/PNP is/VBZ in/PRP a/AT0 stable/AJ0 position/NN1 on/PRP the/AT0 ground/NN1 is/VBZ far/AV0 riskier/AJC"
"CEK","riskier","synthetic","none","none","./PUN ’/PUQ If/CJS you/PNP still/AV0 have/VHB some/DT0 money/NN1 to/TO0 spare/VVI after/PRP-CJS this/DT0 ,/PUN then/AV0 you/PNP might/VM0 like/VVI to/TO0 consider/VVI the/AT0 riskier/AJC"
"K5M","riskier","synthetic","none","none","never/AV0 been/VBN used/VVN before/PRP-CJS and/CJC ,/PUN if/CJS necessary/AJ0 ,/PUN will/VM0 be/VBI attempted/VVN again/AV0 tomorrow/AV0 ./PUN If/CJS it/PNP fails/VVZ ,/PUN a/AT0 riskier/AJC"
"K8W","riskier","synthetic","none","none","for/PRP only/AV0-AJ0 approximately/AV0 13/CRD per/UNC cent/UNC (/PUL Table/NN1 7.11/CRD )/PUR ./PUN Venture/VVB-NN1 capitalists/NN2 thus/AV0 seem/VVB to/TO0 be/VBI moving/VVG away/AV0 from/PRP riskier/AJC"
"CR7","riskier","synthetic","none","none","no/AT0 more/DT0 than/CJS a/AT0 glorified/AJ0 opinion/NN1 poll/NN1 ./PUN Mr/NP0 Yeltsin/NP0 can/VM0 break/VVI the/AT0 deadlock/NN1 only/AV0 by/PRP choosing/VVG the/AT0 second/NN1 ,/PUN riskier/AJC"
"A4K","riskier","synthetic","none","none","by/PRP other/AJ0 European/AJ0-NN1 central/AJ0 banks/NN2 ,/PUN such/DT0 as/PRP the/AT0 wealthy/AJ0 West/NP0 German/AJ0 Bundesbank/NN1 ,/PUN making/VVG speculation/NN1 against/PRP sterling/NN1 a/AT0 much/AV0 riskier/AJC"
"B2F","riskier","synthetic","none","none","you/PNP want/VVB them/PNP to/TO0 shut/VVI up/AVP ./PUN Pointing/VVG out/AVP difficulties/NN2 is/VBZ a/AT0 very/AV0 common/AJ0 behaviour/NN1 but/CJC is/VBZ one/CRD of/PRF the/AT0 riskier/AJC"
"A1V","riskier","synthetic","none","none","photographic/AJ0 shops/NN2 and/CJC beauty/NN1 salons/NN2 ./PUN Such/DT0 optimism/NN1 may/VM0 still/AV0 prove/VVI to/TO0 be/VBI justified/VVN :/PUN but/CJC the/AT0 bets/NN2 are/VBB much/AV0 riskier/AJC"
"CEF","riskier","synthetic","none","none","./PUN People/NN0 will/VM0 go/VVI along/AVP with/PRP what/DTQ you/PNP want/VVB rather/AV0 than/CJS actively/AV0 supporting/VVG-AJ0 you/PNP ./PUN For/PRP many/DT0 people/NN0 it/PNP 's/VBZ riskier/AJC"
"EA8","riskier","synthetic","none","none","the/AT0 process/NN1 of/PRF change/NN1 in/PRP leaving/VVG one/PNI 's/POS own/DT0 skill/NN1 base/NN1 is/VBZ an/AT0 extremely/AV0 risky/AJ0 one/PNI —/PUN much/AV0 ,/PUN much/AV0 riskier/AJC"
"ECD","riskier","synthetic","none","none","from/PRP time/NN1 to/PRP time/NN1 ,/PUN been/VBN expressed/VVN over/PRP-AVP the/AT0 feasibility/NN1 of/PRF a/AT0 model/NN1 which/DTQ mixes/VVZ commercial/AJ0 banking/NN1 with/PRP the/AT0 traditionally/AV0 riskier/AJC"
"H8T","riskier","synthetic","none","none","and/CJC perhaps/AV0 Miss/NP0 Labrooy/NP0 's/VBZ as/CJS well/AV0 ./PUN Now/AV0 they/PNP were/VBD obliged/AJ0 to/TO0 abandon/VVI that/CJT-DT0 in/PRP favour/NN1 of/PRF something/PNI far/AV0 riskier/AJC"
"H8X","sorrier","synthetic","none","none","./PUN He/PNP let/VVD out/AVP a/AT0 long/AJ0-AV0 ,/PUN gasping/VVG sigh/NN1 ./PUN ‘/PUQ I/PNP —/PUN I/PNP am/VBB so/AV0 sorry/AJ0 ./PUN I/PNP am/VBB sorrier/AJC"
"HGE","sorrier","synthetic","none","none","she/PNP did/VDD ,/PUN and/CJC she/PNP knew/VVD something/PNI else/AV0 —/PUN he/PNP was/VBD not/XX0 only/AV0-AJ0 sorry/AJ0 for/PRP McAllister/NP0 ,/PUN but/CJC was/VBD even/AV0 sorrier/AJC"
"CMJ","sorrier","synthetic","none","none","began/VVD to/TO0 walk/VVI back/AVP towards/PRP the/AT0 house/NN1 ./PUN Isobel/NP0 put/VVD her/DPS hand/NN1 on/PRP Anna/NP0 's/POS arm/NN1 ./PUN ‘/PUQ I/PNP 'm/VBB sorrier/AJC"
"CEX","sorrier","synthetic","none","none","they/PNP may/VM0 be/VBI ,/PUN and/CJC ,/PUN thinking/NN1-VVG of/PRF that/DT0 other/AJ0 middle-aged/AJ0 woman/NN1 deserted/VVN by/PRP her/DPS young/AJ0 lover/NN1 ,/PUN made/VVD me/PNP sorrier/AJC"
"EEW","sorrier","synthetic","none","none","’/PUQ ‘/PUQ I/PNP could/VM0 n't/XX0 ,/PUN ’/PUQ Ellie/NP0 replied/VVD ./PUN ‘/PUQ I/PNP 'm/VBB sorry/AJ0 ./PUN ’/PUQ ‘/PUQ You/PNP 'll/VM0 be/VBI sorrier/AJC"
"EWG","sorrier","synthetic","none","none","to/TO0 go/VVI to/TO0 achieve/VVI equality/NN1 ./PUN For/PRP another/DT0 racial/AJ0 minority/NN1 ,/PUN the/AT0 Japanese-Americans/NN2 ,/PUN the/AT0 war/NN1 period/NN1 presented/VVD an/AT0 even/AV0 sorrier/AJC"
"CBN","sorrier","synthetic","none","none","./PUN Wherever/AVQ it/PNP was/VBD ,/PUN she/PNP attracted/VVD his/DPS attention/NN1 by/PRP her/DPS deplorable/AJ0 state/NN1 ./PUN He/PNP found/VVD himself/PNX confronted/VVN by/PRP a/AT0 sorrier/AJC"
"CA0","sorrier","synthetic","none","none","Oh/ITJ ,/PUN poor/AJ0 Ricky/NP0 ./PUN Daisy/NP0 blew/VVD her/DPS nose/NN1 on/PRP a/AT0 piece/NN1 of/PRF blue/AJ0 loo/NN1 paper/NN1 ./PUN She/PNP felt/VVD even/AV0 sorrier/AJC"
"FYV","sorrier","synthetic","none","none","Cars/NN2 ./PUN Every/AT0 day/NN1 we/PNP went/VVD back/AVP to/PRP the/AT0 garage/NN1 ;/PUN and/CJC every/AT0 day/NN1 that/DT0-CJT car/NN1 of/PRF ours/PNP was/VBD in/PRP sorrier/AJC"
