"Word","Little","Small","c","d","GStat","Association"
"englandism",2,0,36442,31244,2.47657896726897,"little"
"escapade",2,0,36442,31244,2.47657896726897,"little"
"esmerelda",2,0,36442,31244,2.47657896726897,"little"
"essential",2,0,36442,31244,2.47657896726897,"little"
"eternity",2,0,36442,31244,2.47657896726897,"little"
"excavation",2,0,36442,31244,2.47657896726897,"little"
"exit",2,0,36442,31244,2.47657896726897,"little"
"exposure",2,0,36442,31244,2.47657896726897,"little"
"extravagance",2,0,36442,31244,2.47657896726897,"little"
"fabric",2,0,36442,31244,2.47657896726897,"little"
"failing",2,0,36442,31244,2.47657896726897,"little"
"fame",2,0,36442,31244,2.47657896726897,"little"
"favourite",2,0,36442,31244,2.47657896726897,"little"
"feint",2,0,36442,31244,2.47657896726897,"little"
"ferry",2,0,36442,31244,2.47657896726897,"little"
"fever",2,0,36442,31244,2.47657896726897,"little"
"fiasco",2,0,36442,31244,2.47657896726897,"little"
"fiction",2,0,36442,31244,2.47657896726897,"little"
"fidget",2,0,36442,31244,2.47657896726897,"little"
"fillip",2,0,36442,31244,2.47657896726897,"little"
"finesse",2,0,36442,31244,2.47657896726897,"little"
"fingertip",2,0,36442,31244,2.47657896726897,"little"
"five-ship",2,0,36442,31244,2.47657896726897,"little"
"flair",2,0,36442,31244,2.47657896726897,"little"
"flick",2,0,36442,31244,2.47657896726897,"little"
"fling",2,0,36442,31244,2.47657896726897,"little"
"flip",2,0,36442,31244,2.47657896726897,"little"
"floozy",2,0,36442,31244,2.47657896726897,"little"
"flourish",2,0,36442,31244,2.47657896726897,"little"
"footstep",2,0,36442,31244,2.47657896726897,"little"
"forehead",2,0,36442,31244,2.47657896726897,"little"
"frou-frou",2,0,36442,31244,2.47657896726897,"little"
"fuller",2,0,36442,31244,2.47657896726897,"little"
"function",2,0,36442,31244,2.47657896726897,"little"
"funkateer",2,0,36442,31244,2.47657896726897,"little"
"gardening",2,0,36442,31244,2.47657896726897,"little"
"garlic",2,0,36442,31244,2.47657896726897,"little"
"gel",2,0,36442,31244,2.47657896726897,"little"
"geometry",2,0,36442,31244,2.47657896726897,"little"
"gibraltarian",2,0,36442,31244,2.47657896726897,"little"
"gino",2,0,36442,31244,2.47657896726897,"little"
"girlfriend",2,0,36442,31244,2.47657896726897,"little"
"girlie",2,0,36442,31244,2.47657896726897,"little"
"glance",2,0,36442,31244,2.47657896726897,"little"
"glove",2,0,36442,31244,2.47657896726897,"little"
"goat",2,0,36442,31244,2.47657896726897,"little"
"goodwill",2,0,36442,31244,2.47657896726897,"little"
"goose",2,0,36442,31244,2.47657896726897,"little"
"grace",2,0,36442,31244,2.47657896726897,"little"
"gran",2,0,36442,31244,2.47657896726897,"little"
"grandmother",2,0,36442,31244,2.47657896726897,"little"
"grasp",2,0,36442,31244,2.47657896726897,"little"
"gravestone",2,0,36442,31244,2.47657896726897,"little"
"grazing",2,0,36442,31244,2.47657896726897,"little"
"groove",2,0,36442,31244,2.47657896726897,"little"
"gurgle",2,0,36442,31244,2.47657896726897,"little"
"gut",2,0,36442,31244,2.47657896726897,"little"
"gypsy",2,0,36442,31244,2.47657896726897,"little"
"half",2,0,36442,31244,2.47657896726897,"little"
"hand-bell",2,0,36442,31244,2.47657896726897,"little"
"harmony",2,0,36442,31244,2.47657896726897,"little"
"headache",2,0,36442,31244,2.47657896726897,"little"
"heathen",2,0,36442,31244,2.47657896726897,"little"
"heaven",2,0,36442,31244,2.47657896726897,"little"
"heel",2,0,36442,31244,2.47657896726897,"little"
"heroine",2,0,36442,31244,2.47657896726897,"little"
"hidey-hole",2,0,36442,31244,2.47657896726897,"little"
"highlight",2,0,36442,31244,2.47657896726897,"little"
"hintock",2,0,36442,31244,2.47657896726897,"little"
"hobby",2,0,36442,31244,2.47657896726897,"little"
"honesty",2,0,36442,31244,2.47657896726897,"little"
"hoover",2,0,36442,31244,2.47657896726897,"little"
"horseradish",2,0,36442,31244,2.47657896726897,"little"
"horsewoman",2,0,36442,31244,2.47657896726897,"little"
"hospitality",2,0,36442,31244,2.47657896726897,"little"
"housework",2,0,36442,31244,2.47657896726897,"little"
"hussy",2,0,36442,31244,2.47657896726897,"little"
"hustler",2,0,36442,31244,2.47657896726897,"little"
"hymn",2,0,36442,31244,2.47657896726897,"little"
"immigration",2,0,36442,31244,2.47657896726897,"little"
"impatience",2,0,36442,31244,2.47657896726897,"little"
"impediment",2,0,36442,31244,2.47657896726897,"little"
"indent",2,0,36442,31244,2.47657896726897,"little"
"indicator",2,0,36442,31244,2.47657896726897,"little"
"insert",2,0,36442,31244,2.47657896726897,"little"
"instruction",2,0,36442,31244,2.47657896726897,"little"
"interchange",2,0,36442,31244,2.47657896726897,"little"
"ironing",2,0,36442,31244,2.47657896726897,"little"
"jelly",2,0,36442,31244,2.47657896726897,"little"
"jew",2,0,36442,31244,2.47657896726897,"little"
"jibe",2,0,36442,31244,2.47657896726897,"little"
"jockey",2,0,36442,31244,2.47657896726897,"little"
"jovo",2,0,36442,31244,2.47657896726897,"little"
"jumper",2,0,36442,31244,2.47657896726897,"little"
"king",2,0,36442,31244,2.47657896726897,"little"
"kip",2,0,36442,31244,2.47657896726897,"little"
"krishna",2,0,36442,31244,2.47657896726897,"little"
"kylie",2,0,36442,31244,2.47657896726897,"little"
"larva",2,0,36442,31244,2.47657896726897,"little"
"lassie",2,0,36442,31244,2.47657896726897,"little"
"latitude",2,0,36442,31244,2.47657896726897,"little"
"laundry",2,0,36442,31244,2.47657896726897,"little"
"left-hander",2,0,36442,31244,2.47657896726897,"little"
"lemonade",2,0,36442,31244,2.47657896726897,"little"
"lily",2,0,36442,31244,2.47657896726897,"little"
"lime",2,0,36442,31244,2.47657896726897,"little"
"limnititzker",2,0,36442,31244,2.47657896726897,"little"
"lip",2,0,36442,31244,2.47657896726897,"little"
"liqueur",2,0,36442,31244,2.47657896726897,"little"
"listening",2,0,36442,31244,2.47657896726897,"little"
"livre",2,0,36442,31244,2.47657896726897,"little"
"locket",2,0,36442,31244,2.47657896726897,"little"
"lord",2,0,36442,31244,2.47657896726897,"little"
"loris",2,0,36442,31244,2.47657896726897,"little"
"makepeace",2,0,36442,31244,2.47657896726897,"little"
"manager",2,0,36442,31244,2.47657896726897,"little"
"mandarin",2,0,36442,31244,2.47657896726897,"little"
"manoeuvre",2,0,36442,31244,2.47657896726897,"little"
"manure",2,0,36442,31244,2.47657896726897,"little"
"marking",2,0,36442,31244,2.47657896726897,"little"
"mascara",2,0,36442,31244,2.47657896726897,"little"
"masterpiece",2,0,36442,31244,2.47657896726897,"little"
"mat",2,0,36442,31244,2.47657896726897,"little"
"mate",2,0,36442,31244,2.47657896726897,"little"
"mayonnaise",2,0,36442,31244,2.47657896726897,"little"
"meanness",2,0,36442,31244,2.47657896726897,"little"
"melody",2,0,36442,31244,2.47657896726897,"little"
"menace",2,0,36442,31244,2.47657896726897,"little"
"menlo",2,0,36442,31244,2.47657896726897,"little"
"merrymaking",2,0,36442,31244,2.47657896726897,"little"
"mestizo",2,0,36442,31244,2.47657896726897,"little"
"method",2,0,36442,31244,2.47657896726897,"little"
"metro",2,0,36442,31244,2.47657896726897,"little"
"milliner",2,0,36442,31244,2.47657896726897,"little"
"mint",2,0,36442,31244,2.47657896726897,"little"
"missy",2,0,36442,31244,2.47657896726897,"little"
"morocco",2,0,36442,31244,2.47657896726897,"little"
"muntjac",2,0,36442,31244,2.47657896726897,"little"
"musician",2,0,36442,31244,2.47657896726897,"little"
"mustard",2,0,36442,31244,2.47657896726897,"little"
"mutter",2,0,36442,31244,2.47657896726897,"little"
"nanny",2,0,36442,31244,2.47657896726897,"little"
"nappy",2,0,36442,31244,2.47657896726897,"little"
"narrative",2,0,36442,31244,2.47657896726897,"little"
"navy",2,0,36442,31244,2.47657896726897,"little"
"nelly",2,0,36442,31244,2.47657896726897,"little"
"nerd",2,0,36442,31244,2.47657896726897,"little"
"nibble",2,0,36442,31244,2.47657896726897,"little"
"night-life",2,0,36442,31244,2.47657896726897,"little"
"nightshirt",2,0,36442,31244,2.47657896726897,"little"
"nineteen-year-old",2,0,36442,31244,2.47657896726897,"little"
"nipper",2,0,36442,31244,2.47657896726897,"little"
"nipple",2,0,36442,31244,2.47657896726897,"little"
"nitrogen",2,0,36442,31244,2.47657896726897,"little"
"nonsense",2,0,36442,31244,2.47657896726897,"little"
"nourishment",2,0,36442,31244,2.47657896726897,"little"
"novel",2,0,36442,31244,2.47657896726897,"little"
"nuance",2,0,36442,31244,2.47657896726897,"little"
"oatmeal",2,0,36442,31244,2.47657896726897,"little"
"objection",2,0,36442,31244,2.47657896726897,"little"
"oddity",2,0,36442,31244,2.47657896726897,"little"
"ol'",2,0,36442,31244,2.47657896726897,"little"
"omelette",2,0,36442,31244,2.47657896726897,"little"
"outrage",2,0,36442,31244,2.47657896726897,"little"
"oversight",2,0,36442,31244,2.47657896726897,"little"
"overtime",2,0,36442,31244,2.47657896726897,"little"
"parable",2,0,36442,31244,2.47657896726897,"little"
"parasite",2,0,36442,31244,2.47657896726897,"little"
"parson",2,0,36442,31244,2.47657896726897,"little"
"partner",2,0,36442,31244,2.47657896726897,"little"
"pass",2,0,36442,31244,2.47657896726897,"little"
"past",2,0,36442,31244,2.47657896726897,"little"
"patient",2,0,36442,31244,2.47657896726897,"little"
"patter",2,0,36442,31244,2.47657896726897,"little"
"pedant",2,0,36442,31244,2.47657896726897,"little"
"peer",2,0,36442,31244,2.47657896726897,"little"
"pepper",2,0,36442,31244,2.47657896726897,"little"
"perisher",2,0,36442,31244,2.47657896726897,"little"
"personality",2,0,36442,31244,2.47657896726897,"little"
"photo",2,0,36442,31244,2.47657896726897,"little"
"pigeon",2,0,36442,31244,2.47657896726897,"little"
"pinny",2,0,36442,31244,2.47657896726897,"little"
"pipsqueak",2,0,36442,31244,2.47657896726897,"little"
"pirate",2,0,36442,31244,2.47657896726897,"little"
"pirouette",2,0,36442,31244,2.47657896726897,"little"
"plait",2,0,36442,31244,2.47657896726897,"little"
"plaything",2,0,36442,31244,2.47657896726897,"little"
"poetry",2,0,36442,31244,2.47657896726897,"little"
"polish",2,0,36442,31244,2.47657896726897,"little"
"politics",2,0,36442,31244,2.47657896726897,"little"
"polythene",2,0,36442,31244,2.47657896726897,"little"
"pooch",2,0,36442,31244,2.47657896726897,"little"
"popularity",2,0,36442,31244,2.47657896726897,"little"
"pork",2,0,36442,31244,2.47657896726897,"little"
"precedent",2,0,36442,31244,2.47657896726897,"little"
"precision",2,0,36442,31244,2.47657896726897,"little"
"prejudice",2,0,36442,31244,2.47657896726897,"little"
"prevention",2,0,36442,31244,2.47657896726897,"little"
"pride",2,0,36442,31244,2.47657896726897,"little"
"prig",2,0,36442,31244,2.47657896726897,"little"
"primitive",2,0,36442,31244,2.47657896726897,"little"
"processing",2,0,36442,31244,2.47657896726897,"little"
"professor",2,0,36442,31244,2.47657896726897,"little"
"prophet",2,0,36442,31244,2.47657896726897,"little"
"provocation",2,0,36442,31244,2.47657896726897,"little"
"puddington",2,0,36442,31244,2.47657896726897,"little"
"puss",2,0,36442,31244,2.47657896726897,"little"
"pussycat",2,0,36442,31244,2.47657896726897,"little"
"quarrel",2,0,36442,31244,2.47657896726897,"little"
"queer",2,0,36442,31244,2.47657896726897,"little"
"quip",2,0,36442,31244,2.47657896726897,"little"
"quiz",2,0,36442,31244,2.47657896726897,"little"
"rake",2,0,36442,31244,2.47657896726897,"little"
"rancour",2,0,36442,31244,2.47657896726897,"little"
"rapport",2,0,36442,31244,2.47657896726897,"little"
"rationality",2,0,36442,31244,2.47657896726897,"little"
"rearrangement",2,0,36442,31244,2.47657896726897,"little"
"rectory",2,0,36442,31244,2.47657896726897,"little"
"relay",2,0,36442,31244,2.47657896726897,"little"
"remark",2,0,36442,31244,2.47657896726897,"little"
"renaissance",2,0,36442,31244,2.47657896726897,"little"
"reshuffle",2,0,36442,31244,2.47657896726897,"little"
"reversal",2,0,36442,31244,2.47657896726897,"little"
"rhetoric",2,0,36442,31244,2.47657896726897,"little"
"rhythm",2,0,36442,31244,2.47657896726897,"little"
"rider",2,0,36442,31244,2.47657896726897,"little"
"ristorante",2,0,36442,31244,2.47657896726897,"little"
"robber",2,0,36442,31244,2.47657896726897,"little"
"rose-tinted",2,0,36442,31244,2.47657896726897,"little"
"rouge",2,0,36442,31244,2.47657896726897,"little"
"rum",2,0,36442,31244,2.47657896726897,"little"
"russian",2,0,36442,31244,2.47657896726897,"little"
"rut",2,0,36442,31244,2.47657896726897,"little"
"sachin",2,0,36442,31244,2.47657896726897,"little"
"salute",2,0,36442,31244,2.47657896726897,"little"
"sand",2,0,36442,31244,2.47657896726897,"little"
"sanity",2,0,36442,31244,2.47657896726897,"little"
"sauce",2,0,36442,31244,2.47657896726897,"little"
"saying",2,0,36442,31244,2.47657896726897,"little"
"scientist",2,0,36442,31244,2.47657896726897,"little"
"scoop",2,0,36442,31244,2.47657896726897,"little"
"scot",2,0,36442,31244,2.47657896726897,"little"
"script",2,0,36442,31244,2.47657896726897,"little"
"scut",2,0,36442,31244,2.47657896726897,"little"
"secrecy",2,0,36442,31244,2.47657896726897,"little"
"self-indulgence",2,0,36442,31244,2.47657896726897,"little"
"sentinel",2,0,36442,31244,2.47657896726897,"little"
"servant",2,0,36442,31244,2.47657896726897,"little"
"shack",2,0,36442,31244,2.47657896726897,"little"
"shame",2,0,36442,31244,2.47657896726897,"little"
"sharpness",2,0,36442,31244,2.47657896726897,"little"
"shooting",2,0,36442,31244,2.47657896726897,"little"
"shuffle",2,0,36442,31244,2.47657896726897,"little"
"sideline",2,0,36442,31244,2.47657896726897,"little"
"sideswipe",2,0,36442,31244,2.47657896726897,"little"
"silicone",2,0,36442,31244,2.47657896726897,"little"
"sill",2,0,36442,31244,2.47657896726897,"little"
"slap",2,0,36442,31244,2.47657896726897,"little"
"slick",2,0,36442,31244,2.47657896726897,"little"
"smell",2,0,36442,31244,2.47657896726897,"little"
"sneer",2,0,36442,31244,2.47657896726897,"little"
"snob",2,0,36442,31244,2.47657896726897,"little"
"snooping",2,0,36442,31244,2.47657896726897,"little"
"snowflake",2,0,36442,31244,2.47657896726897,"little"
"snuggle",2,0,36442,31244,2.47657896726897,"little"
"so-and-so",2,0,36442,31244,2.47657896726897,"little"
"socket",2,0,36442,31244,2.47657896726897,"little"
"soirée",2,0,36442,31244,2.47657896726897,"little"
"sole",2,0,36442,31244,2.47657896726897,"little"
"solo",2,0,36442,31244,2.47657896726897,"little"
"soup",2,0,36442,31244,2.47657896726897,"little"
"sparkie",2,0,36442,31244,2.47657896726897,"little"
"spate",2,0,36442,31244,2.47657896726897,"little"
"spatula",2,0,36442,31244,2.47657896726897,"little"
"spectacle",2,0,36442,31244,2.47657896726897,"little"
"spiel",2,0,36442,31244,2.47657896726897,"little"
"spinning",2,0,36442,31244,2.47657896726897,"little"
"sponsorship",2,0,36442,31244,2.47657896726897,"little"
"spy",2,0,36442,31244,2.47657896726897,"little"
"stack",2,0,36442,31244,2.47657896726897,"little"
"stairs",2,0,36442,31244,2.47657896726897,"little"
"stalk",2,0,36442,31244,2.47657896726897,"little"
"standard",2,0,36442,31244,2.47657896726897,"little"
"standardization",2,0,36442,31244,2.47657896726897,"little"
"steading",2,0,36442,31244,2.47657896726897,"little"
"stepsister",2,0,36442,31244,2.47657896726897,"little"
"stirrer",2,0,36442,31244,2.47657896726897,"little"
"stretching",2,0,36442,31244,2.47657896726897,"little"
"stub",2,0,36442,31244,2.47657896726897,"little"
"suppleness",2,0,36442,31244,2.47657896726897,"little"
"suzie",2,0,36442,31244,2.47657896726897,"little"
"tantrum",2,0,36442,31244,2.47657896726897,"little"
"tasmanian",2,0,36442,31244,2.47657896726897,"little"
"tea-shop",2,0,36442,31244,2.47657896726897,"little"
"teacher",2,0,36442,31244,2.47657896726897,"little"
"tearaway",2,0,36442,31244,2.47657896726897,"little"
"tease",2,0,36442,31244,2.47657896726897,"little"
"telly",2,0,36442,31244,2.47657896726897,"little"
"temptress",2,0,36442,31244,2.47657896726897,"little"
"terror",2,0,36442,31244,2.47657896726897,"little"
"testosterone",2,0,36442,31244,2.47657896726897,"little"
"tetchy",2,0,36442,31244,2.47657896726897,"little"
"text",2,0,36442,31244,2.47657896726897,"little"
"theme",2,0,36442,31244,2.47657896726897,"little"
"theorem",2,0,36442,31244,2.47657896726897,"little"
"thingy",2,0,36442,31244,2.47657896726897,"little"
"thinking",2,0,36442,31244,2.47657896726897,"little"
"thumbnail",2,0,36442,31244,2.47657896726897,"little"
"tickle",2,0,36442,31244,2.47657896726897,"little"
"ting",2,0,36442,31244,2.47657896726897,"little"
"tinkle",2,0,36442,31244,2.47657896726897,"little"
"toe-rag",2,0,36442,31244,2.47657896726897,"little"
"toerag",2,0,36442,31244,2.47657896726897,"little"
"toilet",2,0,36442,31244,2.47657896726897,"little"
"tragedy",2,0,36442,31244,2.47657896726897,"little"
"transistor",2,0,36442,31244,2.47657896726897,"little"
"trilobite",2,0,36442,31244,2.47657896726897,"little"
"trollop",2,0,36442,31244,2.47657896726897,"little"
"tundra",2,0,36442,31244,2.47657896726897,"little"
"turkish",2,0,36442,31244,2.47657896726897,"little"
"tussle",2,0,36442,31244,2.47657896726897,"little"
"twistle",2,0,36442,31244,2.47657896726897,"little"
"underground",2,0,36442,31244,2.47657896726897,"little"
"undergrowth",2,0,36442,31244,2.47657896726897,"little"
"uniformity",2,0,36442,31244,2.47657896726897,"little"
"unsettling",2,0,36442,31244,2.47657896726897,"little"
"urgency",2,0,36442,31244,2.47657896726897,"little"
"vacation",2,0,36442,31244,2.47657896726897,"little"
"vest",2,0,36442,31244,2.47657896726897,"little"
"villain",2,0,36442,31244,2.47657896726897,"little"
"vinaigrette",2,0,36442,31244,2.47657896726897,"little"
"viper",2,0,36442,31244,2.47657896726897,"little"
"virtue",2,0,36442,31244,2.47657896726897,"little"
"vitality",2,0,36442,31244,2.47657896726897,"little"
"walkman",2,0,36442,31244,2.47657896726897,"little"
"walky",2,0,36442,31244,2.47657896726897,"little"
"wander",2,0,36442,31244,2.47657896726897,"little"
"wanker",2,0,36442,31244,2.47657896726897,"little"
"wastage",2,0,36442,31244,2.47657896726897,"little"
"weasel",2,0,36442,31244,2.47657896726897,"little"
"weed",2,0,36442,31244,2.47657896726897,"little"
"weep",2,0,36442,31244,2.47657896726897,"little"
"well-rotted",2,0,36442,31244,2.47657896726897,"little"
"welly",2,0,36442,31244,2.47657896726897,"little"
"welsh",2,0,36442,31244,2.47657896726897,"little"
"whip",2,0,36442,31244,2.47657896726897,"little"
